Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,Floor_size,Estate_Agent,Property_price
Apartment,Pretoria,Hatfield,2,1,2,85,"iQ Real Estate",4000
Apartment,Pretoria,Hatfield,2,2,1,47,"CSi Property Group",6900
Apartment,Pretoria,Hatfield,2,2,2,NULL,"Pam Golding Properties - Pretoria Rentals",7200
Apartment,Pretoria,Hatfield,3,1,2,NULL,"EXP South Africa",6800
Apartment,Pretoria,Hatfield,3,3,2,NULL,"RE/MAX Town and Country Hatfield",8500
Apartment,Pretoria,Hazelwood,1,1,2,67,"Trafalgar Property Management - Pretoria",15900
Apartment,Pretoria,Hillcrest,1,1,1,NULL,"RE/MAX Infoglobe - Constantia Park",6200
Apartment,Pretoria,Hillcrest,1,1,1,30,"RE/MAX Infoglobe - Constantia Park",9000
Apartment,Pretoria,Hillcrest,2,3,2,NULL,"Seeff Pretoria East",6400
Apartment,Pretoria,"Lisdogan Park",1,1,1,25,"RE/MAX Infoglobe - Constantia Park",6995
Apartment,Pretoria,Lynnwood,1,1,2,75,"Pam Golding Properties - Pretoria Rentals",6500
Apartment,Pretoria,Lynnwood,1,1,2,80,"LuxLiv Property Group",5250
Apartment,Pretoria,"Lynnwood Glen",1,1,1,105,"RE/MAX Infoglobe - Constantia Park",13500
Apartment,Pretoria,"Lynnwood Glen",1,1,1,45,"RealNet RainMaker",6900
Apartment,Pretoria,"Lynnwood Glen",2,1,1,NULL,"Plus Group Properties",7800
Apartment,Pretoria,"Lynnwood Manor",1,1,1,30,"Just Sell Properties - North East",9000
Apartment,Pretoria,"Lynnwood Manor",1,1,2,99,"Plus Group Properties",9000
Apartment,Pretoria,"Lynnwood Ridge",1,1,1,NULL,"Mirinda Opperman Realtors",6950
Apartment,Pretoria,Magalieskruin,1,1,1,NULL,"Plus Group Properties",5500
Apartment,Pretoria,Mayville,1,1,1,90,"RE/MAX Infoglobe - Constantia Park",3900
Apartment,Pretoria,"Menlo Park",1,1,1,NULL,"Mirinda Opperman Realtors",9850
Apartment,Pretoria,"Menlo Park",1,1,1,105,"RE/MAX Town and Country Hatfield",10380
Apartment,Pretoria,"Menlo Park",1,1,1,50,"Mountain Estates",11000
Apartment,Pretoria,"Menlo Park",1,1,1,58,"Plus Group Properties",7550
Apartment,Pretoria,"Menlo Park",1,1,1,62,"RE/MAX Property Merchants - Pretoria East, Mooikloof",10500
Apartment,Pretoria,"Menlo Park",1,1,1,64,"RE/MAX Capital",11500
Apartment,Pretoria,"Menlo Park",1,1,1,65,"Huurkor Hatfield",10500
Apartment,Pretoria,"Menlo Park",1,1,1,78,"RE/MAX Capital",12000
Apartment,Pretoria,"Menlo Park",1,1,1,85,"Pam Golding Properties - Pretoria Rentals",17500
Apartment,Pretoria,"Menlo Park",1,1,2,NULL,"Seeff Pretoria East",11900
Apartment,Pretoria,"Menlo Park",1,1,2,110,"RE/MAX Property Merchants - Pretoria East, Mooikloof",10000
Apartment,Pretoria,"Menlo Park",1,1,2,83,"RE/MAX Infoglobe - Constantia Park",6750
Apartment,Pretoria,"Menlo Park",1,2,1,NULL,"RE/MAX Capital",7750
Apartment,Pretoria,"Menlo Park",1,2,1,43,"Seeff Pretoria East",11900
Apartment,Pretoria,"Menlo Park",2,1,1,NULL,"iQ Real Estate",9500
Apartment,Pretoria,"Menlo Park",2,1,1,NULL,"Mountain Estates",10500
Apartment,Pretoria,"Menlo Park",3,2,1,NULL,"Just Sell Properties - North East",9800
Apartment,Pretoria,Menlyn,1,1,1,NULL,"First Property Trust",13900
Apartment,Pretoria,Menlyn,1,1,1,NULL,"Pam Golding Properties - Pretoria Rentals",16500
Apartment,Pretoria,Menlyn,1,1,1,NULL,"Pam Golding Properties - Pretoria Rentals",23000
Apartment,Pretoria,Menlyn,1,1,1,NULL,"RE/MAX Capital",20000
Apartment,Pretoria,Menlyn,1,1,1,NULL,"RealNet RainMaker",27000
Apartment,Pretoria,Menlyn,1,1,1,105,"RE/MAX Capital",13900
Apartment,Pretoria,Menlyn,1,1,1,35,"Seeff Pretoria East",23000
Apartment,Pretoria,Menlyn,1,1,1,42,"LuxLiv Property Group",25000
Apartment,Pretoria,Menlyn,1,1,1,45,"RE/MAX Property Merchants - Pretoria East, Mooikloof",26000
Apartment,Pretoria,Menlyn,1,1,1,54,"LuxLiv Property Group",30000
Apartment,Pretoria,Menlyn,1,1,1,55,"RE/MAX Town and Country Hatfield",25300
Apartment,Pretoria,Menlyn,1,1,1,56,"Real Estate Services",23000
Apartment,Pretoria,Menlyn,1,1,1,70,"Pam Golding Properties - Pretoria Rentals",30000
Apartment,Pretoria,Menlyn,1,1,2,31,"Just Sell Properties - North East",22500
Apartment,Pretoria,Menlyn,1,1,2,35,"Pam Golding Properties - Pretoria Rentals",16500
Apartment,Pretoria,Menlyn,1,1,2,37,"BC Rentals & Sales",18000
Apartment,Pretoria,Menlyn,1,1,2,56,"EXP South Africa",24000
Apartment,Pretoria,Menlyn,1,1,2,61,"Pam Golding Properties - Pretoria Rentals",23000
Apartment,Pretoria,Menlyn,1,1,2,74,"RE/MAX Capital",18900
Apartment,Pretoria,Menlyn,1,1,2,88,"Just Sell Properties - North East",15500
Apartment,Pretoria,Menlyn,1,2,2,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",21000
Apartment,Pretoria,Menlyn,2,1,1,NULL,"IGrow Rentals",14500
Apartment,Pretoria,Menlyn,2,1,1,42,"RE/MAX Jacaranda - Faerie Glen",22000
Apartment,Pretoria,Menlyn,2,1,2,NULL,"RE/MAX Capital",23000
Apartment,Pretoria,Meyerspark,1,1,1,50,"Just Sell Properties - North East",6000
Apartment,Pretoria,Meyerspark,1,1,1,50,"RE/MAX Capital",5500
Apartment,Pretoria,Montana,1,1,1,NULL,"Seeff Pretoria East",5400
Apartment,Pretoria,Montana,1,1,1,41,"Just Sell Properties - North East",6100
Apartment,Pretoria,Montana,1,1,1,54,"Plus Group Properties",6100
Apartment,Pretoria,Montana,1,1,1,67,"RE/MAX Jacaranda - Faerie Glen",6000
Apartment,Pretoria,Montana,1,1,2,NULL,"Plus Group Properties",6350
Apartment,Pretoria,Montana,1,1,2,NULL,"RE/MAX Infoglobe - Constantia Park",6100
Apartment,Pretoria,Montana,1,2,1,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",6100
Apartment,Pretoria,Montana,2,1,1,NULL,"Plus Group Properties",6100
Apartment,Pretoria,Montana,2,1,1,63,"O-YES Properties",7800
Apartment,Pretoria,"Montana Tuine",1,1,1,80,"Just Sell Properties - North East",6500
Apartment,Pretoria,"Montana Tuine",1,1,1,87,"RE/MAX Property Merchants - Pretoria East, Mooikloof",9632
Apartment,Pretoria,"Montana Tuine",1,1,2,43,"Trafalgar Property Management - Pretoria",9772
Apartment,Pretoria,"Montana Tuine",1,2,2,NULL,"Apple Property Connection",6500
Apartment,Pretoria,"Montana Tuine",2,1,1,NULL,"Seeff Pretoria East",6500
Apartment,Pretoria,"Montana Tuine",2,2,1,NULL,"Pam Golding Properties - Pretoria Rentals",6500
Apartment,Pretoria,"Monument Park",1,1,1,45,"RE/MAX Infoglobe - Constantia Park",6400
Apartment,Pretoria,"Monument Park",1,1,2,NULL,"Just Sell Properties - North East",7250
Apartment,Pretoria,"Monument Park",1,1,2,60,"RE/MAX Capital",6000
Apartment,Pretoria,"Monument Park",2,1,1,70,"CSi Property Group",8000
Apartment,Pretoria,Mooikloof,1,1,1,NULL,"CSi Property Group",8300
Apartment,Pretoria,Mooikloof,1,1,1,NULL,"Landsdowne Investment Properties",7500
Apartment,Pretoria,Mooikloof,1,1,1,NULL,"Trafalgar Property Management - Pretoria",7500
Apartment,Pretoria,Mooikloof,1,1,1,40,"RE/MAX Capital",6700
Apartment,Pretoria,Mooikloof,1,1,1,56,"Just Sell Properties - North East",8500
Apartment,Pretoria,Mooikloof,1,1,2,41,"Landsdowne Investment Properties",8000
Apartment,Pretoria,"Mooikloof Equestrian Estate",1,1,2,NULL,"RE/MAX Jacaranda - Faerie Glen",7250
Apartment,Pretoria,"Mooikloof Glen",1,1,1,92,Mandated,7800
Apartment,Pretoria,"Mooikloof Ridge",1,1,1,64,Mandated,8500
Apartment,Pretoria,"Mooiplaats AH",1,1,1,25,"RealNet RainMaker",5500
Apartment,Pretoria,"Mooiplaats AH",1,1,1,65,Mandated,4300
Apartment,Pretoria,"Moreleta Park",1,1,1,40,"Keller Williams Edge",8500
Apartment,Pretoria,"Moreleta Park",1,1,1,48,Mandated,8500
Apartment,Pretoria,"Mountain View",1,1,1,NULL,"Pam Golding Properties - Pretoria Rentals",4250
Apartment,Pretoria,"Mountain View",1,1,2,106,"RE/MAX Capital",5100
Apartment,Pretoria,Muckleneuk,1,1,1,NULL,"IGrow Rentals",5800
Apartment,Pretoria,Newlands,1,1,1,40,"Keller Williams Edge",6600
Apartment,Pretoria,Newlands,1,2,2,NULL,"Just Sell Properties - North East",7900
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",7900
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,115,"CSi Property Group",9500
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,32,"RealNet RainMaker",12000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,88,"Houss Rentals",7300
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,NULL,"RE/MAX Jacaranda - Faerie Glen",17000
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,2,NULL,"Apple Property Connection",13800
Apartment,Pretoria,"Olympus AH",1,1,1,58,"RE/MAX Infoglobe - Constantia Park",9410
Apartment,Pretoria,"Philip Nel Park",1,1,1,NULL,"AFHCO Holdings (Pty) Ltd Johannesburg",5700
Apartment,Pretoria,"Philip Nel Park",1,1,1,51,"Huurkor (Pty) LTD - Sunnyside",6760
Apartment,Pretoria,"Philip Nel Park",1,1,1,90,"Huurkor (Pty) LTD - Sunnyside",4550
Apartment,Pretoria,"Philip Nel Park",2,1,2,NULL,"CSi Property Group",6050
Apartment,Pretoria,"Pretoria Central",1,1,1,NULL,"Just Sell Properties - North East",5250
Apartment,Pretoria,"Pretoria Central",1,1,1,NULL,"RE/MAX Jacaranda - Faerie Glen",3225
Apartment,Pretoria,"Pretoria Central",1,1,1,56,"First Property Trust",4345
Apartment,Pretoria,"Pretoria Central",1,1,1,58,"RE/MAX Infoglobe - Constantia Park",4903
Apartment,Pretoria,"Pretoria Central",1,1,1,83,"Houss Rentals",5450
Apartment,Pretoria,"Pretoria Central",1,1,2,NULL,"City Property",5500
Apartment,Pretoria,"Pretoria Central",1,1,2,40,"City Property",5600
Apartment,Pretoria,"Pretoria Central",1,1,2,56,"City Property",5150
Apartment,Pretoria,"Pretoria Central",1,1,2,65,"Huurkor (Pty) LTD - Sunnyside",5950
Apartment,Pretoria,"Pretoria Central",2,1,1,NULL,"IGrow Rentals",7490
Apartment,Pretoria,"Pretoria Central",2,1,1,NULL,"RE/MAX Infoglobe - Constantia Park",5050
Apartment,Pretoria,"Pretoria Central",2,1,1,36,"Mountain Estates",4490
Apartment,Pretoria,"Pretoria Central",2,2,1,22,"Just Sell Properties - North East",5603
Apartment,Pretoria,"Pretoria Gardens",3,2,2,NULL,"IGrow Rentals",5500
Apartment,Pretoria,"Pretoria North",1,1,1,85,"IGrow Rentals",4800
Apartment,Pretoria,"Pretoria West",1,1,1,45,"Trafalgar Property Management - Pretoria",5040
Apartment,Pretoria,"Pretoria West",3,1,2,NULL,"Huurkor (Pty) LTD - Sunnyside",3925
Apartment,Pretoria,Queenswood,1,1,2,NULL,"Huurkor Hatfield",4750
Apartment,Pretoria,Queenswood,1,1,2,56,"Huurkor Hatfield",4750
Apartment,Pretoria,Rietfontein,1,1,1,NULL,"Real Estate Services",5500
Apartment,Pretoria,Rietfontein,2,1,2,NULL,"iQ Real Estate",5900
Apartment,Pretoria,Rietvalleirand,1,1,1,NULL,"Plus Group Properties",4750
Apartment,Pretoria,Rietvalleirand,1,1,2,34,"RE/MAX Infoglobe - Constantia Park",4750
Apartment,Pretoria,Riviera,1,1,1,NULL,"First Property Trust",5750
Apartment,Pretoria,Riviera,1,1,1,60,"RE/MAX Property Merchants - Pretoria East, Mooikloof",4300
Apartment,Pretoria,Riviera,1,1,1,89,"Real Estate Services",5900
Apartment,Pretoria,Riviera,2,2,1,82,"RE/MAX Infoglobe - Constantia Park",4800
Apartment,Pretoria,Roodeplaat,1,1,2,93,"Just Sell Properties - North East",7000
Apartment,Pretoria,Rynoue,1,1,1,64,"RE/MAX Town and Country Hatfield",5000
Apartment,Pretoria,"Savannah Country Estate",1,1,1,85,"RE/MAX Property Merchants - Pretoria East, Mooikloof",9500
Apartment,Pretoria,Shere,1,1,1,40,"IGrow Rentals",7800
Apartment,Pretoria,Shere,1,1,1,75,"O-YES Properties",7700
Apartment,Pretoria,Shere,2,2,2,58,"RE/MAX Jacaranda - Faerie Glen",6750
Apartment,Pretoria,"Silver Lakes",1,1,1,68,"RE/MAX Property Merchants - Pretoria East, Mooikloof",8500
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,NULL,"Huurkor (Pty) LTD - Sunnyside",11500
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,NULL,"Just Sell Properties - North East",16000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,110,"RE/MAX Property Merchants - Pretoria East, Mooikloof",16000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,40,"Just Sell Properties - North East",16000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,72,"Landsdowne Investment Properties",10000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,2,NULL,"Huurkor (Pty) LTD - Sunnyside",10500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,1,NULL,"RE/MAX Infoglobe - Constantia Park",16000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,1,NULL,"RE/MAX Town and Country Hatfield",13000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,NULL,"First Property Trust",12000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,NULL,"GP Realty Group",12000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",18000
Apartment,Pretoria,"Six Fountains Residential Estate",1,1,1,4,"Mountain Estates",8000
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"City Property",4410
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"City Property",4700
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"EXP South Africa",2300
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"First Property Trust",4000
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"First Property Trust",4200
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"Just Sell Properties - North East",2000
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"Just Sell Properties - North East",4980
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"Trafalgar Property Management - Pretoria",4200
Apartment,Pretoria,Sunnyside,1,1,1,1,"Ithemba Property",2850
Apartment,Pretoria,Sunnyside,1,1,1,26,"First Property Trust",4465
Apartment,Pretoria,Sunnyside,1,1,1,72,"RE/MAX Property Merchants - Pretoria East, Mooikloof",4000
Apartment,Pretoria,Sunnyside,1,1,2,NULL,"RE/MAX Infoglobe - Constantia Park",2500
Apartment,Pretoria,Sunnyside,1,1,2,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",4620
Apartment,Pretoria,Sunnyside,2,1,1,NULL,"RE/MAX Capital",4740
Apartment,Pretoria,Sunnyside,2,2,2,NULL,"Seeff Pretoria East",3800
Apartment,Pretoria,"The Hills Game Reserve Estate",1,1,1,56,"CSi Property Group",8000
Apartment,Pretoria,"The Hills Game Reserve Estate",1,1,2,NULL,"RE/MAX Jacaranda - Faerie Glen",8500
Apartment,Pretoria,"The Retreat",1,1,1,90,"Just Sell Properties - North East",6500
Apartment,Pretoria,Villieria,1,1,1,NULL,"Plus Group Properties",4450
Apartment,Pretoria,Villieria,1,1,1,75,"Trafalgar Property Management - Pretoria",4925
Apartment,Pretoria,Villieria,1,1,2,60,"Seeff Pretoria East",4150
Apartment,Pretoria,Villieria,1,1,2,70,"RE/MAX Jacaranda - Faerie Glen",4200
Apartment,Pretoria,Villieria,2,1,1,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",5500
Apartment,Pretoria,Wapadrand,1,1,1,86,"RE/MAX Capital",6300
Apartment,Pretoria,Waterkloof,1,1,1,NULL,"Huurkor (Pty) LTD - Sunnyside",15990
Apartment,Pretoria,Waterkloof,1,1,1,NULL,"Just Sell Properties - North East",6000
Apartment,Pretoria,Waterkloof,1,1,1,NULL,"Just Sell Properties - North East",8990
Apartment,Pretoria,Waterkloof,1,1,1,NULL,"Keller Williams Edge",15990
Apartment,Pretoria,Waterkloof,1,1,1,NULL,"RE/MAX Infoglobe - Constantia Park",18990
Apartment,Pretoria,Waterkloof,1,1,1,44,"Plus Group Properties",10990
Apartment,Pretoria,Waterkloof,1,1,1,50,"LuxLiv Property Group",15000
Apartment,Pretoria,Waterkloof,1,1,1,63,"Mountain Estates",18990
Apartment,Pretoria,Waterkloof,1,1,1,64,"Plus Group Properties",10990
Apartment,Pretoria,Waterkloof,1,1,1,64,"RealNet RainMaker",18990
Apartment,Pretoria,Waterkloof,1,1,1,68,"Trafalgar Property Management - Pretoria",18990
Apartment,Pretoria,Waterkloof,1,1,1,83,"Plus Group Properties",15990
Apartment,Pretoria,Waterkloof,1,1,2,59,"RE/MAX Property Merchants - Pretoria East, Mooikloof",11300
Apartment,Pretoria,Waterkloof,1,1,3,NULL,"Seeff Pretoria East",18990
Apartment,Pretoria,Waterkloof,2,1,1,NULL,"RE/MAX Infoglobe - Constantia Park",10990
Apartment,Pretoria,Waterkloof,2,1,2,38,"City Property",11990
Apartment,Pretoria,"Waterkloof Glen",1,1,1,66,"RE/MAX Infoglobe - Constantia Park",11000
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,1,1,36,"CSi Property Group",9639
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,1,2,73,"CSi Property Group",9600
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",1,2,1,40,"CSi Property Group",10500
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",2,1,1,50,"Mountain Estates",9600
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,NULL,"IGrow Rentals",18990
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,47,"RE/MAX Property Merchants - Pretoria East, Mooikloof",9250
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,50,"EXP South Africa",9750
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,56,"CSi Property Group",18990
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,69,"RE/MAX Infoglobe - Constantia Park",19990
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,75,"Huurkor (Pty) LTD - Sunnyside",10358
Apartment,Pretoria,"Waterkloof Ridge",1,1,2,44,"Just Sell Properties - North East",11000
Apartment,Pretoria,"Waterkloof Ridge",2,1,1,52,"CSi Property Group",11210
Apartment,Pretoria,"Waterkloof Ridge",3,2,2,122,"Trafalgar Property Management - Pretoria",11211
Apartment,Pretoria,Waverley,1,1,1,107,"Just Sell Properties - North East",6500
Apartment,Pretoria,Waverley,1,1,1,72,"Mountain Estates",6500
Apartment,Pretoria,Waverley,1,1,2,26,Mandated,6500
Apartment,Pretoria,"Weavind Park",2,1,1,1,"RE/MAX Property Merchants - Pretoria East, Mooikloof",5500
Apartment,Pretoria,"West Park",1,1,1,40,"Ithemba Property",5350
Apartment,Pretoria,"Willow Park Manor",1,1,1,47,"RE/MAX Capital",13500
Apartment,Pretoria,"Willow Park Manor",1,1,1,68,"Huurkor Hatfield",8200
Apartment,Pretoria,"Willow Park Manor",1,1,2,37,"RE/MAX Town and Country Hatfield",10000
Apartment,Pretoria,"Willow Park Manor",1,1,3,60,"IGrow Rentals",8500
Apartment,Pretoria,"Willow Park Manor",2,1,1,NULL,"Plus Group Properties",6500
Apartment,Pretoria,Wonderboom,1,1,1,NULL,"City Property",5500
Apartment,Pretoria,"Wonderboom South",1,1,1,NULL,"EXP South Africa",5500
Apartment,Pretoria,"Wonderboom South",1,1,1,NULL,"RealNet RainMaker",5610
Apartment,Pretoria,"Wonderboom South",1,1,1,50,"Just Sell Properties - North East",4900
Apartment,Pretoria,"Wonderboom South",1,1,1,79,Mandated,5500
Apartment,Pretoria,"Wonderboom South",1,1,2,94,"iQ Real Estate",8000
Apartment,Pretoria,Zwartkoppies,1,1,1,60,"Just Sell Properties - North East",7800
Apartment,Pretoria,Zwartkoppies,1,1,1,63,"Just Sell Properties - North East",7875
Apartment,Pretoria,Zwartkoppies,1,1,1,80,"Mirinda Opperman Realtors",12000
Apartment,Sandton,Atholl,1,1,1,90,"RE/MAX One - Kramerville",12000
Apartment,Sandton,Atholl,1,1,2,85,"Etchells & Young Property Brokers",8500
Apartment,Sandton,Atholl,2,1,1,NULL,"Engel & Volkers MLC",9900
Apartment,Sandton,"Atholl Gardens",1,1,1,NULL,"Firzt Realty Company",15000
Apartment,Sandton,"Barlow Park",2,1,2,NULL,"Evolate Real Estate",6160
Apartment,Sandton,"Benmore Gardens",1,1,1,NULL,"Aurum Realty",15730
Apartment,Sandton,"Benmore Gardens",1,1,1,NULL,"Landsdowne Investment Properties",14580
Apartment,Sandton,"Benmore Gardens",1,1,1,NULL,"Renprop Residential",15142
Apartment,Sandton,"Benmore Gardens",1,1,1,30,"Landsdowne Investment Properties",20592
Apartment,Sandton,"Benmore Gardens",1,1,1,50,"Keller Williams Select",13500
Apartment,Sandton,"Benmore Gardens",1,1,1,50,Mandated,13390
Apartment,Sandton,"Benmore Gardens",1,1,1,58,"O-YES Properties",13888
Apartment,Sandton,"Benmore Gardens",1,1,1,80,"Landsdowne Investment Properties",13390
Apartment,Sandton,"Benmore Gardens",1,1,1,84,"IGrow Rentals",13218
Apartment,Sandton,"Benmore Gardens",1,1,2,NULL,"Evolate Real Estate",7500
Apartment,Sandton,"Benmore Gardens",1,1,2,60,"RE/MAX Superior - Mulbarton",10000
Apartment,Sandton,"Benmore Gardens",1,1,2,94,"You Realty",27000
Apartment,Sandton,"Benmore Gardens",2,1,1,NULL,"RE/MAX Superior - Mulbarton",13390
Apartment,Sandton,Broadacres,1,1,1,NULL,"Aurum Realty",9500
Apartment,Sandton,Broadacres,1,1,1,143,"Silver Property Group",8000
Apartment,Sandton,Broadacres,1,1,1,52,"Tyson Properties Gauteng",16500
Apartment,Sandton,Broadacres,2,1,1,63,Mandated,7150
Apartment,Sandton,Bryanston,1,1,1,100,"Chas Everitt Waterfall",7500
Apartment,Sandton,Bryanston,1,1,1,120,"RE/MAX Masters - Bryanston",10000
Apartment,Sandton,Bryanston,1,1,1,156,"Etchells & Young Property Brokers",9000
Apartment,Sandton,Bryanston,1,1,1,160,"AFHCO Holdings (Pty) Ltd Johannesburg",7600
Apartment,Sandton,Bryanston,1,1,1,160,Mandated,9500
Apartment,Sandton,Bryanston,1,1,1,40,Mandated,6900
Apartment,Sandton,Bryanston,1,1,1,56,"Renprop Residential",10000
Apartment,Sandton,Bryanston,1,1,1,60,"Knightsbridge Properties",9500
Apartment,Sandton,Bryanston,1,1,1,65,"RE/MAX Masters - Bryanston",11500
Apartment,Sandton,Bryanston,1,1,1,68,Mandated,8000
Apartment,Sandton,Bryanston,1,1,1,72,"RE/MAX Evolve",9000
Apartment,Sandton,Bryanston,1,1,2,NULL,"EXP South Africa",9500
Apartment,Sandton,Bryanston,1,1,2,NULL,"Rawson Properties Sandton - Morningside",8700
Apartment,Sandton,Bryanston,1,1,2,43,"RE/MAX One Waterfall",9000
Apartment,Sandton,Bryanston,1,1,2,75,Mandated,9500
Apartment,Sandton,Bryanston,1,1,2,88,Mandated,9000
Apartment,Sandton,Bryanston,1,2,1,NULL,Mandated,6000
Apartment,Sandton,Bryanston,1,2,1,146,"RE/MAX Advantage",7000
Apartment,Sandton,Bryanston,2,1,3,160,"RE/MAX Evolve",9000
Apartment,Sandton,Bryanston,2,2,1,NULL,"Engel & Volkers MLC",10500
Apartment,Sandton,Bryanston,2,2,1,151,Mandated,9500
Apartment,Sandton,Bryanston,2,2,1,65,"RE/MAX Evolve",12000
Apartment,Sandton,Buccleuch,3,2,2,142,"CSi Property Group",6400
Apartment,Sandton,Craigavon,1,1,1,45,"Evolate Real Estate",8000
Apartment,Sandton,Craigavon,1,1,2,58,"Attorney Realtor Hub",7350
Apartment,Sandton,Craigavon,1,1,2,70,"Engel & Volkers MLC",9275
Apartment,Sandton,Dainfern,1,1,1,NULL,"Engel & Volkers MLC",7200
Apartment,Sandton,Dainfern,1,1,1,32,"Renprop Residential",9500
Apartment,Sandton,Dainfern,1,1,1,37,"Etchells & Young Property Brokers",6500
Apartment,Sandton,Dainfern,1,1,1,83,"RE/MAX Evolve",7250
Apartment,Sandton,Dainfern,1,1,2,110,"Evolate Real Estate",12500
Apartment,Sandton,Dainfern,1,1,2,132,"Century 21 Sandton",19000
Apartment,Sandton,Dainfern,1,1,2,47,"RE/MAX One - Kramerville",12500
Apartment,Sandton,Dainfern,2,1,1,20,"Landsdowne Investment Properties",11000
Apartment,Sandton,Dainfern,3,1,2,NULL,"RE/MAX One - Kramerville",9400
Apartment,Sandton,Douglasdale,1,1,1,NULL,"Aurum Realty",8500
Apartment,Sandton,Douglasdale,1,1,1,110,"Century 21 Sandton",7600
Apartment,Sandton,Douglasdale,1,1,1,39,"Live Real Estate - Johannesburg North",7000
Apartment,Sandton,Douglasdale,1,1,1,48,"Preferental Platform",8500
Apartment,Sandton,Douglasdale,1,1,1,52,"O-YES Properties",7500
Apartment,Sandton,Douglasdale,1,1,1,98,"Aurum Realty",8000
Apartment,Sandton,Douglasdale,1,1,2,NULL,"Houss Rentals",6900
Apartment,Sandton,Douglasdale,1,1,2,NULL,"Tyson Properties Gauteng",11300
Apartment,Sandton,Douglasdale,2,1,1,33,"Attorney Realtor Hub",7500
Apartment,Sandton,Edenburg,1,1,1,110,Mandated,12800
Apartment,Sandton,Edenburg,1,1,1,115,"Only Realty DevComm",10540
Apartment,Sandton,Edenburg,1,1,1,49,"The Empire Properties",13000
Apartment,Sandton,Edenburg,1,1,2,NULL,"GP Realty Group",8250
Apartment,Sandton,Edenburg,1,1,2,50,"Ithemba Property",9000
Apartment,Sandton,Edenburg,1,1,2,67,"Aurum Realty",9000
Apartment,Sandton,Edenburg,1,1,3,150,"Real Estate Services",11900
Apartment,Sandton,Edenburg,1,2,2,NULL,"Jawitz Johannesburg North",8750
Apartment,Sandton,Edenburg,2,1,2,NULL,"Aurum Realty",15000
Apartment,Sandton,Edenburg,3,3,3,46,"The Empire Properties",8500
Apartment,Sandton,Fourways,1,1,1,100,"RE/MAX Masters - Bryanston",10500
Apartment,Sandton,Fourways,1,1,1,25,"AFHCO Holdings (Pty) Ltd Johannesburg",8500
Apartment,Sandton,Fourways,1,1,1,53,"RE/MAX Evolve",8000
Apartment,Sandton,Fourways,1,1,1,58,"RE/MAX One - Kramerville",9000
Apartment,Sandton,Fourways,1,1,1,75,"RE/MAX Masters - Bryanston",6600
Apartment,Sandton,Fourways,1,1,2,45,"RE/MAX One - Kramerville",19000
Apartment,Sandton,Fourways,2,1,2,NULL,"You Realty",17500
Apartment,Sandton,Fourways,3,2,1,79,"Aurum Realty",7700
Apartment,Sandton,"Fourways Gardens",1,1,1,87,"Houss Rentals",7800
Apartment,Sandton,"Gallo Manor",1,1,1,130,"RE/MAX One - Kramerville",3200
