Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,Floor_size,Estate_Agent,Property_price
Apartment,Johannesburg,Bellevue,1,1,1,26,"Ithemba Property",1850
Apartment,Johannesburg,"Bellevue East",2,1,2,NULL,"Redcon Property Management",2500
Apartment,Johannesburg,"Bellevue East",3,1,2,NULL,"Pam Golding Properties - Hyde Park Rentals",1200
Apartment,Johannesburg,Berea,1,1,1,NULL,"Framework Property Services",3740
Apartment,Johannesburg,Berea,1,1,1,73,"Framework Property Services",3425
Apartment,Johannesburg,Berea,1,1,1,74,"AFHCO Holdings (Pty) Ltd Johannesburg",3120
Apartment,Johannesburg,Berea,3,1,2,67,"Renprop Residential",2000
Apartment,Johannesburg,Booysens,1,1,2,62,"Framework Property Services",3995
Apartment,Johannesburg,Braamfontein,1,1,1,32,"Chas Everitt Waterfall",6000
Apartment,Johannesburg,Braamfontein,1,1,2,123,"RE/MAX Evolve",5800
Apartment,Johannesburg,Bramley,1,1,1,33,"Redcon Property Management",5000
Apartment,Johannesburg,Bramley,1,1,1,96,"First Property Trust",6490
Apartment,Johannesburg,Brixton,1,1,1,27,"Mafadi Property Management Office",3300
Apartment,Johannesburg,"City & Suburban",1,1,1,106,"Zareena Kara Properties",2999
Apartment,Johannesburg,"City & Suburban",1,1,2,NULL,"Mafadi Property Management Office",3400
Apartment,Johannesburg,Cyrildene,1,3,2,189,"Redcon Property Management",3999
Apartment,Johannesburg,Hillbrow,1,1,1,NULL,"Framework Property Services",3250
Apartment,Johannesburg,Hillbrow,1,1,1,NULL,"RE/MAX Advantage",2750
Apartment,Johannesburg,Hillbrow,1,1,1,20,"Framework Property Services",2800
Apartment,Johannesburg,Hillbrow,1,1,1,25,"Framework Property Services",2350
Apartment,Johannesburg,Hillbrow,1,1,1,37,"Framework Property Services",2900
Apartment,Johannesburg,Hillbrow,1,1,1,40,"Ithemba Property",2350
Apartment,Johannesburg,Hillbrow,1,1,1,75,"Framework Property Services",3570
Apartment,Johannesburg,Hillbrow,1,1,2,NULL,"Framework Property Services",2800
Apartment,Johannesburg,Hillbrow,1,1,2,108,"Framework Property Services",2800
Apartment,Johannesburg,Hillbrow,1,1,2,58,"Framework Property Services",4583
Apartment,Johannesburg,Jeppestown,1,1,2,118,"Mafadi Property Management Office",1900
Apartment,Johannesburg,"Johannesburg Central",1,1,1,NULL,"City Property",3700
Apartment,Johannesburg,"Johannesburg Central",1,1,1,NULL,"Framework Property Services",3050
Apartment,Johannesburg,"Johannesburg Central",1,1,1,22,"AFHCO Holdings (Pty) Ltd Johannesburg",3950
Apartment,Johannesburg,"Johannesburg Central",1,1,1,3,"Mafadi Property Management Office",3000
Apartment,Johannesburg,"Johannesburg Central",1,1,1,30,"Jawitz Johannesburg North",4150
Apartment,Johannesburg,"Johannesburg Central",1,1,1,30,"RE/MAX Advantage",3200
Apartment,Johannesburg,"Johannesburg Central",1,1,1,33,"City Property",3850
Apartment,Johannesburg,"Johannesburg Central",1,1,1,50,"AFHCO Holdings (Pty) Ltd Johannesburg",3850
Apartment,Johannesburg,"Johannesburg Central",1,1,1,80,"Ithemba Property",2120
Apartment,Johannesburg,"Johannesburg Central",1,1,2,15,"Ithemba Property",2570
Apartment,Johannesburg,"Johannesburg Central",1,1,2,21,"Ithemba Property",2750
Apartment,Johannesburg,"Johannesburg Central",1,1,2,30,"Redcon Property Management",4200
Apartment,Johannesburg,"Johannesburg Central",1,1,2,41,"City Property",4300
Apartment,Johannesburg,"Johannesburg Central",1,1,2,51,"Mafadi Property Management Office",3000
Apartment,Johannesburg,"Johannesburg Central",1,1,2,56,"Mafadi Property Management Office",3700
Apartment,Johannesburg,"Johannesburg Central",1,1,3,80,"Redcon Property Management",4200
Apartment,Johannesburg,"Johannesburg Central",2,1,1,NULL,"AFHCO Holdings (Pty) Ltd Johannesburg",4200
Apartment,Johannesburg,"Johannesburg Central",3,1,2,NULL,"Silver Property Group",3000
Apartment,Johannesburg,Kew,1,1,1,NULL,"National Letting",4430
Apartment,Johannesburg,Maboneng,1,1,2,150,"RE/MAX Advantage",5500
Apartment,Johannesburg,Maboneng,1,1,2,20,"Ithemba Property",3660
Apartment,Johannesburg,Maboneng,1,1,2,33,"Jawitz Johannesburg North",4000
Apartment,Johannesburg,Maboneng,1,1,2,96,"Knightsbridge Properties",5000
Apartment,Johannesburg,Marshalltown,1,1,1,NULL,"Chas Everitt Waterfall",4350
Apartment,Johannesburg,Marshalltown,1,1,1,NULL,"National Letting",2300
Apartment,Johannesburg,Marshalltown,1,1,1,NULL,"Redcon Property Management",5000
Apartment,Johannesburg,Marshalltown,1,1,1,28,"Ithemba Property",2960
Apartment,Johannesburg,Marshalltown,1,1,1,35,"AFHCO Holdings (Pty) Ltd Johannesburg",3700
Apartment,Johannesburg,Marshalltown,1,1,1,82,"Mafadi Property Management Office",3400
Apartment,Johannesburg,Marshalltown,1,1,1,96,"AFHCO Holdings (Pty) Ltd Johannesburg",5100
Apartment,Johannesburg,Marshalltown,1,1,2,NULL,"Mafadi Property Management Office",3200
Apartment,Johannesburg,Marshalltown,1,1,2,27,"You Realty",4550
Apartment,Johannesburg,Marshalltown,1,1,2,56,"Mafadi Property Management Office",2700
Apartment,Johannesburg,Marshalltown,2,2,1,26,"National Letting",4800
Apartment,Johannesburg,Marshalltown,3,1,1,NULL,"RE/MAX Town and Country Hatfield",4800
Apartment,Johannesburg,"Melrose Arch",1,1,2,NULL,"RE/MAX Advantage",13000
Apartment,Johannesburg,Melville,1,1,1,NULL,"Century 21 Sandton",4500
Apartment,Johannesburg,Melville,1,2,1,NULL,"IHS Property Management",4500
Apartment,Johannesburg,Melville,3,1,2,83,"RE/MAX Superior - Mulbarton",4500
Apartment,Johannesburg,"New Doornfontein",1,1,1,NULL,"Framework Property Services",3300
Apartment,Johannesburg,"New Doornfontein",1,1,1,NULL,"Redcon Property Management",1710
Apartment,Johannesburg,"New Doornfontein",1,1,1,22,"AFHCO Holdings (Pty) Ltd Johannesburg",2999
Apartment,Johannesburg,"New Doornfontein",1,1,1,29,"Framework Property Services",3550
Apartment,Johannesburg,"New Doornfontein",1,1,1,45,"Framework Property Services",2300
Apartment,Johannesburg,"New Doornfontein",2,2,1,33,"Real Estate Services",2300
Apartment,Johannesburg,Newtown,1,1,1,17,"AFHCO Holdings (Pty) Ltd Johannesburg",7000
Apartment,Johannesburg,Oaklands,1,2,1,NULL,"Real Estate Services",9000
Apartment,Johannesburg,Rosebank,1,1,1,NULL,"RE/MAX One - Kramerville",13600
Apartment,Johannesburg,Rosebank,1,1,1,NULL,"Renprop Residential",13600
Apartment,Johannesburg,Rosebank,1,1,2,35,"Seeff Sandton",18000
Apartment,Johannesburg,Rosebank,1,1,2,43,"AFHCO Holdings (Pty) Ltd Johannesburg",9500
Apartment,Johannesburg,Rosebank,2,1,1,32,"RE/MAX One - Kramerville",16500
Apartment,Johannesburg,"Turf Club",1,1,1,45,"Framework Property Services",3300
Apartment,Johannesburg,Westdene,1,1,2,60,"O-YES Properties",3900
Apartment,Johannesburg,Yeoville,1,1,1,NULL,"AFHCO Holdings (Pty) Ltd Johannesburg",3250
Apartment,Johannesburg,Yeoville,1,1,1,NULL,"National Letting",2000
Apartment,Johannesburg,Yeoville,1,1,1,38,"Mafadi Property Management Office",2691
Apartment,Johannesburg,Yeoville,1,1,1,51,"Mafadi Property Management Office",2691
Apartment,Midrand,"Halfway Gardens",1,1,1,NULL,"Real Estate Services",6500
Apartment,Midrand,Waterfall,1,1,1,112,"Houss Rentals",8000
Apartment,Midrand,Waterfall,1,1,1,45,"EXP South Africa",10000
Apartment,Midrand,Waterfall,3,1,1,NULL,"Real Estate Services",8800
Apartment,Midrand,Waterfall,3,3,2,64,"Real Estate Services",12500
Apartment,Pretoria,Annlin,3,1,1,55,"Just Sell Properties - North East",5200
Apartment,Pretoria,Annlin-Wes,1,1,2,NULL,"Huurkor (Pty) LTD - Sunnyside",5200
Apartment,Pretoria,Arcadia,1,1,1,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",4850
Apartment,Pretoria,Arcadia,1,1,1,64,"Huurkor (Pty) LTD - Sunnyside",4510
Apartment,Pretoria,Arcadia,1,1,1,68,"Just Sell Properties - North East",4300
Apartment,Pretoria,Arcadia,1,1,1,77,"Huurkor (Pty) LTD - Sunnyside",4120
Apartment,Pretoria,Arcadia,1,1,2,20,"City Property",4850
Apartment,Pretoria,Arcadia,1,1,2,90,"Plus Group Properties",4300
Apartment,Pretoria,Brooklyn,1,1,2,45,"Plus Group Properties",5500
Apartment,Pretoria,Brooklyn,2,2,1,NULL,"First Property Trust",13000
Apartment,Pretoria,"Capital Park",1,1,1,NULL,"Just Sell Properties - North East",3840
Apartment,Pretoria,"Capital Park",1,1,1,NULL,"Just Sell Properties - North East",3940
Apartment,Pretoria,"Capital Park",1,1,1,63,"Just Sell Properties - North East",3940
Apartment,Pretoria,"Capital Park",1,1,2,NULL,"Just Sell Properties - North East",3940
Apartment,Pretoria,"Capital Park",3,3,1,NULL,"First Property Trust",3940
Apartment,Pretoria,Eloffsdal,1,1,1,1,"Just Sell Properties - North East",3840
Apartment,Pretoria,Eloffsdal,1,1,1,39,Mandated,3900
Apartment,Pretoria,Groenkloof,1,1,2,NULL,"Huurkor Hatfield",6650
Apartment,Pretoria,Hatfield,1,1,1,NULL,"Mountain Estates",4830
Apartment,Pretoria,Hatfield,1,1,1,1,"CSi Property Group",5900
Apartment,Pretoria,Hatfield,1,1,1,43,"Trafalgar Property Management - Pretoria",5500
Apartment,Pretoria,Hatfield,1,1,1,55,"RE/MAX Capital",5590
Apartment,Pretoria,Hatfield,2,1,1,64,"CSi Property Group",7300
Apartment,Pretoria,Hazeldean,2,1,1,NULL,"Plus Group Properties",5390
Apartment,Pretoria,Hillcrest,1,1,1,56,"EXP South Africa",9500
Apartment,Pretoria,Hillcrest,1,1,2,NULL,"Huurkor (Pty) LTD - Sunnyside",7200
Apartment,Pretoria,Kwaggasrand,1,1,1,104,"Ithemba Property",4125
Apartment,Pretoria,Lynnwood,1,1,1,NULL,"Huurkor Hatfield",6999
Apartment,Pretoria,"Mahube Valley",1,1,1,65,"Preferental Platform",3000
Apartment,Pretoria,"Menlo Park",2,1,1,34,"IGrow Rentals",7500
Apartment,Pretoria,Montana,1,1,1,64,"Trafalgar Property Management - Pretoria",5200
Apartment,Pretoria,Mooikloof,1,1,1,NULL,"Keller Williams Edge",6500
Apartment,Pretoria,"Mountain View",1,1,2,NULL,"Just Sell Properties - North East",4500
Apartment,Pretoria,"Philip Nel Park",1,1,1,29,"AFHCO Holdings (Pty) Ltd Johannesburg",4800
Apartment,Pretoria,"Philip Nel Park",1,1,1,60,"Harprop Real Estate",5100
Apartment,Pretoria,"Philip Nel Park",1,1,2,85,"Mirinda Opperman Realtors",5100
Apartment,Pretoria,"Pretoria Central",1,1,1,NULL,"EXP South Africa",3780
Apartment,Pretoria,"Pretoria Central",1,1,1,NULL,"Just Sell Properties - North East",4500
Apartment,Pretoria,"Pretoria Central",1,1,1,40,"Huurkor Hatfield",3010
Apartment,Pretoria,"Pretoria Central",1,1,1,45,"Trafalgar Property Management - Pretoria",4000
Apartment,Pretoria,"Pretoria Central",1,1,1,64,"City Property",4200
Apartment,Pretoria,"Pretoria Central",1,1,2,NULL,"First Property Trust",4045
Apartment,Pretoria,"Pretoria Central",1,1,2,88,"First Property Trust",4000
Apartment,Pretoria,"Pretoria Central",2,2,1,104,"Just Sell Properties - North East",4620
Apartment,Pretoria,"Pretoria North",1,1,1,NULL,"Mountain Estates",4600
Apartment,Pretoria,"Pretoria North",1,1,1,NULL,"Plus Group Properties",4600
Apartment,Pretoria,"Pretoria West",2,2,2,53,"RE/MAX Infoglobe - Constantia Park",3700
Apartment,Pretoria,Rietfontein,1,1,1,1,"Mountain Estates",4375
Apartment,Pretoria,Rietfontein,1,1,3,1,"Mountain Estates",4150
Apartment,Pretoria,Rietfontein,1,1,3,105,"Just Sell Properties - North East",4200
Apartment,Pretoria,Rietfontein,2,1,2,60,"Just Sell Properties - North East",4150
Apartment,Pretoria,Sinoville,1,1,1,34,"RE/MAX Property Merchants - Pretoria East, Mooikloof",12000
Apartment,Pretoria,Sinoville,1,1,1,44,"EXP South Africa",12000
Apartment,Pretoria,Sinoville,2,1,1,NULL,"Seeff Pretoria East",12000
Apartment,Pretoria,Sinoville,2,1,2,NULL,"Just Sell Properties - North East",12000
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"Huurkor Hatfield",4900
Apartment,Pretoria,Sunnyside,1,1,1,NULL,"Just Sell Properties - North East",4700
Apartment,Pretoria,Sunnyside,1,1,1,NULL,Mandated,4850
Apartment,Pretoria,Sunnyside,1,1,2,81,"Trafalgar Property Management - Pretoria",3700
Apartment,Pretoria,Sunnyside,1,2,2,56,"Propcore Real Estate",3950
Apartment,Pretoria,Sunnyside,2,1,1,NULL,"RE/MAX Capital",3200
Apartment,Pretoria,Villieria,2,1,1,85,"Just Sell Properties - North East",4375
Apartment,Pretoria,Waverley,2,1,1,NULL,"Mountain Estates",4000
Apartment,Pretoria,Wolmer,1,1,2,75,"Plus Group Properties",3570
Apartment,Pretoria,"Wonderboom South",1,1,1,54,"Mountain Estates",6000
Apartment,Pretoria,Zwartkoppies,1,1,1,125,"RE/MAX Property Merchants - Pretoria East, Mooikloof",6000
Apartment,Sandton,"Barlow Park",1,1,2,104,"Evolate Real Estate",5090
Apartment,Sandton,"Benmore Gardens",1,1,1,147,"Engel & Volkers MLC",13218
Apartment,Sandton,Beverley,1,1,2,168,"Real Estate Services",6900
Apartment,Sandton,Bryanston,1,1,1,NULL,"Chas Everitt Waterfall",5900
Apartment,Sandton,Bryanston,1,1,2,NULL,"Engel & Volkers MLC",6490
Apartment,Sandton,Dainfern,1,1,1,82,"RE/MAX One - Kramerville",6800
Apartment,Sandton,Douglasdale,2,1,1,116,Mandated,6500
Apartment,Sandton,Fourways,1,1,1,NULL,"Real Estate Services",11000
Apartment,Sandton,Fourways,1,1,1,NULL,"You Realty",7000
Apartment,Sandton,Fourways,1,1,2,125,"Real Estate Services",4500
Apartment,Sandton,Fourways,2,2,2,NULL,"RealNet RainMaker",8000
Apartment,Sandton,Fourways,3,2,1,123,"O-YES Properties",7250
Apartment,Sandton,"Hyde Park",1,1,1,163,"Evolate Real Estate",8999
Apartment,Sandton,Illovo,1,1,1,120,"RE/MAX One - Kramerville",8500
Apartment,Sandton,Illovo,1,1,1,43,"Etchells & Young Property Brokers",10000
Apartment,Sandton,Illovo,1,1,1,50,"You Realty",8500
Apartment,Sandton,Illovo,1,1,1,66,"Evolate Real Estate",8500
Apartment,Sandton,Illovo,1,1,2,106,"O-YES Properties",6740
Apartment,Sandton,Illovo,1,1,2,64,"Tyson Properties Gauteng",8500
Apartment,Sandton,Illovo,2,1,1,79,"RE/MAX Superior - Mulbarton",8500
Apartment,Sandton,"Linbro Park",2,1,1,NULL,"Etchells & Young Property Brokers",7000
Apartment,Sandton,Lonehill,1,1,2,NULL,"Etchells & Young Property Brokers",6700
Apartment,Sandton,Morningside,1,1,1,NULL,"IGrow Rentals",6600
Apartment,Sandton,Morningside,1,1,1,34,"Mafadi Property Management Office",6600
Apartment,Sandton,Morningside,1,1,2,NULL,"Aurum Realty",13500
Apartment,Sandton,Morningside,3,2,1,40,"Real Estate Services",17500
Apartment,Sandton,Pineslopes,1,1,1,128,"RE/MAX Evolve",6500
Apartment,Sandton,Sandown,1,1,1,NULL,"Silver Property Group",7500
Apartment,Sandton,Sandown,1,1,1,109,"RE/MAX One - Kramerville",11500
Apartment,Sandton,Sandown,1,1,1,132,"Silver Property Group",15800
Apartment,Sandton,Sandown,1,1,1,162,"Only Realty DevComm",17000
Apartment,Sandton,Sandown,1,1,1,188,"IGrow Rentals",7800
Apartment,Sandton,Sandown,1,1,1,48,"Firzt Realty Company",7000
Apartment,Sandton,Sandown,1,1,2,NULL,"Engel & Volkers MLC",6390
Apartment,Sandton,Sandown,1,1,2,NULL,"Engel & Volkers MLC",11500
Apartment,Sandton,Sandown,1,1,2,75,"You Realty",11500
Apartment,Sandton,Sandown,3,1,1,130,"IHS Property Management",12400
Apartment,Sandton,Sandown,3,1,2,162,"IGrow Rentals",8000
Apartment,Sandton,"Sandton Central",1,1,1,30,"Chas Everitt Waterfall",18000
Apartment,Sandton,"Sandton Central",1,1,1,44,"Renprop Residential",7350
Apartment,Sandton,"Sandton Central",1,1,1,48,"Landsdowne Investment Properties",10500
Apartment,Sandton,"Sandton Central",1,1,1,61,"Knightsbridge Properties",10000
Apartment,Sandton,"Sandton Central",1,1,2,NULL,"Engel & Volkers MLC",9000
Apartment,Sandton,"Sandton Central",1,1,2,92,"Landsdowne Investment Properties",8500
Apartment,Sandton,"Sandton Central",2,1,1,105,Mandated,7150
Apartment,Sandton,"Sandton Central",2,2,1,88,"The Empire Properties",8000
Apartment,Sandton,Sunninghill,1,1,1,NULL,"Real Estate Services",6600
Apartment,Sandton,Sunninghill,1,1,2,162,"Ithemba Property",6140
Apartment,Sandton,Sunninghill,1,1,2,73,"Ithemba Property",6140
Apartment,Sandton,Sunninghill,2,1,2,NULL,"LuxLiv Property Group",6140
Apartment,Sandton,"Sunset Acres",2,1,1,NULL,"Seeff Sandton",10000
Apartment,Sandton,Wendywood,1,1,1,38,"EXP South Africa",6500
Apartment,Johannesburg,Albertskroon,1,1,1,17,Mandated,5900
Apartment,Johannesburg,Albertville,1,1,1,95,"AFHCO Holdings (Pty) Ltd Johannesburg",4900
Apartment,Johannesburg,"Aspen Hills",1,2,2,62,"RE/MAX Advantage",8600
Apartment,Johannesburg,"Auckland Park",1,1,1,NULL,"Ithemba Property",6000
Apartment,Johannesburg,"Auckland Park",1,1,1,30,"Propcore Real Estate",4500
Apartment,Johannesburg,"Auckland Park",1,1,1,39,"AFHCO Holdings (Pty) Ltd Johannesburg",5500
Apartment,Johannesburg,"Auckland Park",1,1,1,56,"National Letting",5500
Apartment,Johannesburg,"Auckland Park",1,1,1,74,"Redcon Property Management",6750
Apartment,Johannesburg,"Auckland Park",1,1,1,75,"RE/MAX Superior - Mulbarton",6800
Apartment,Johannesburg,"Auckland Park",1,1,1,76,"RE/MAX Advantage",5500
Apartment,Johannesburg,"Auckland Park",1,1,1,83,"Silver Property Group",4000
Apartment,Johannesburg,"Auckland Park",1,1,2,NULL,"RE/MAX Superior - Mulbarton",6000
Apartment,Johannesburg,"Auckland Park",1,1,2,130,"Tyson Properties Gauteng",5500
Apartment,Johannesburg,Bellavista,3,2,2,NULL,"Mafadi Property Management Office",3400
Apartment,Johannesburg,Bellevue,1,1,1,NULL,"Zareena Kara Properties",3200
Apartment,Johannesburg,Berea,1,1,1,NULL,"Framework Property Services",3850
Apartment,Johannesburg,Berea,1,1,1,51,"Ithemba Property",4030
Apartment,Johannesburg,Berea,1,1,1,53,"Ithemba Property",4540
Apartment,Johannesburg,Berea,1,1,1,60,"Ithemba Property",3650
Apartment,Johannesburg,Berea,1,1,2,22,"City Property",3500
Apartment,Johannesburg,Berea,1,1,2,27,"Framework Property Services",3250
Apartment,Johannesburg,Berea,2,1,2,45,"Framework Property Services",4440
Apartment,Johannesburg,Booysens,1,1,1,30,"Redcon Property Management",4200
Apartment,Johannesburg,Booysens,2,1,1,36,"Redcon Property Management",4200
Apartment,Johannesburg,Braamfontein,1,1,1,NULL,"National Letting",6700
Apartment,Johannesburg,Braamfontein,1,1,1,NULL,"Pam Golding Properties - Hyde Park Rentals",3500
Apartment,Johannesburg,Braamfontein,1,1,1,56,"Redcon Property Management",2650
Apartment,Johannesburg,Braamfontein,1,1,1,90,"RE/MAX Superior - Mulbarton",5500
Apartment,Johannesburg,Braamfontein,1,1,2,60,"Real Estate Services",2400
Apartment,Johannesburg,Braamfontein,2,1,1,NULL,"RE/MAX Superior - Mulbarton",5900
Apartment,Johannesburg,Braamfontein,2,1,3,NULL,"City Property",5500
Apartment,Johannesburg,Braamfontein,2,2,2,NULL,"Aurum Realty",5500
Apartment,Johannesburg,"Braamfontein Werf",1,1,1,123,"Keller Williams Select",5950
Apartment,Johannesburg,"Braamfontein Werf",1,1,2,87,"National Letting",5500
Apartment,Johannesburg,Bramley,1,1,1,61,"Mafadi Property Management Office",6500
Apartment,Johannesburg,Bramley,1,1,2,NULL,"National Letting",3750
Apartment,Johannesburg,Bramley,3,1,1,NULL,"Real Estate Services",6640
Apartment,Johannesburg,"Bramley View",1,1,1,10,"RE/MAX Advantage",5800
Apartment,Johannesburg,Bruma,1,1,1,NULL,Mandated,6500
Apartment,Johannesburg,Chrisville,1,1,1,NULL,"Real Estate Services",5000
Apartment,Johannesburg,"City & Suburban",1,1,2,21,"Ithemba Property",4750
Apartment,Johannesburg,"City & Suburban",1,1,2,32,"Ithemba Property",3400
Apartment,Johannesburg,"City & Suburban",1,2,2,91,"Framework Property Services",4200
Apartment,Johannesburg,Craighall,1,1,1,75,"RE/MAX Advantage",8600
Apartment,Johannesburg,"Craighall Park",2,1,1,74,"Evolate Real Estate",10500
Apartment,Johannesburg,Cyrildene,1,1,1,44,"AFHCO Holdings (Pty) Ltd Johannesburg",7500
Apartment,Johannesburg,"Ennerdale South",1,1,2,42,"Ithemba Property",2250
Apartment,Johannesburg,Fairmount,1,1,1,44,"Real Estate Services",10500
Apartment,Johannesburg,Fairview,2,3,1,NULL,"Firzt Realty Company",3950
Apartment,Johannesburg,"Forest Hill",1,1,1,16,"Framework Property Services",3800
Apartment,Johannesburg,"Forest Town",1,1,2,82,"Real Estate Services",18000
Apartment,Johannesburg,"Franklin Roosevelt Park",1,1,1,NULL,"Real Estate Services",4800
Apartment,Johannesburg,Glenvista,1,1,1,72,"Preferental Platform",5500
Apartment,Johannesburg,Glenvista,1,1,2,114,"Only Realty DevComm",7600
Apartment,Johannesburg,Greenside,1,1,2,100,"Framework Property Services",7500
Apartment,Johannesburg,Greenside,1,1,2,41,"Ithemba Property",8000
Apartment,Johannesburg,Greenside,3,1,2,NULL,"Jawitz Johannesburg North",10500
Apartment,Johannesburg,"Highlands North",1,1,1,65,"Real Estate Services",9500
Apartment,Johannesburg,Hillbrow,1,1,1,NULL,"IHS Property Management",2800
Apartment,Johannesburg,Hillbrow,1,1,1,NULL,"Landsdowne Investment Properties",3550
Apartment,Johannesburg,Hillbrow,1,1,1,110,"RE/MAX Advantage",2970
Apartment,Johannesburg,Hillbrow,1,1,1,33,"RE/MAX Superior - Mulbarton",2950
Apartment,Johannesburg,Hillbrow,1,1,2,115,"RE/MAX Advantage",3500
Apartment,Johannesburg,Hillbrow,1,1,2,17,"AFHCO Holdings (Pty) Ltd Johannesburg",3400
Apartment,Johannesburg,Hillbrow,1,1,2,34,"Firzt Realty Company",2800
Apartment,Johannesburg,Hillbrow,1,1,2,35,"Ithemba Property",2950
Apartment,Johannesburg,Hillbrow,1,1,2,60,"EXP South Africa",4000
Apartment,Johannesburg,"Houghton Estate",1,1,1,NULL,"Zareena Kara Properties",13500
Apartment,Johannesburg,"Houghton Estate",1,1,1,130,"Attorney Realtor Hub",14500
Apartment,Johannesburg,"Houghton Estate",1,1,1,43,"Zareena Kara Properties",18000
Apartment,Johannesburg,"Houghton Estate",1,1,1,46,"RE/MAX Advantage",7900
Apartment,Johannesburg,"Houghton Estate",1,1,1,52,"Rawson Properties Sandton - Morningside",18000
Apartment,Johannesburg,"Houghton Estate",1,1,1,65,"Framework Property Services",6800
Apartment,Johannesburg,"Houghton Estate",1,1,2,NULL,"Century 21 Sandton",18000
Apartment,Johannesburg,"Houghton Estate",1,1,2,NULL,"Framework Property Services",7900
Apartment,Johannesburg,"Houghton Estate",1,1,2,27,"Framework Property Services",5950
Apartment,Johannesburg,"Houghton Estate",1,1,2,66,"Firzt Realty Company",7750
Apartment,Johannesburg,"Houghton Estate",1,1,2,85,"Only Realty DevComm",13000
Apartment,Johannesburg,"Houghton Estate",2,1,1,83,"Zareena Kara Properties",7900
Apartment,Johannesburg,"Houghton Estate",2,2,1,186,"Zareena Kara Properties",8250
Apartment,Johannesburg,Jeppestown,1,1,2,72,"Framework Property Services",4000
Apartment,Johannesburg,Jeppestown,1,1,2,83,"Framework Property Services",4100
Apartment,Johannesburg,"Johannesburg Central",1,1,1,NULL,"Jawitz Johannesburg North",4590
Apartment,Johannesburg,"Johannesburg Central",1,1,1,24,"AFHCO Holdings (Pty) Ltd Johannesburg",3750
Apartment,Johannesburg,"Johannesburg Central",1,1,1,30,"IHS Property Management",6000
Apartment,Johannesburg,"Johannesburg Central",1,1,1,31,"Ithemba Property",4630
Apartment,Johannesburg,"Johannesburg Central",1,1,1,35,"Ithemba Property",3050
Apartment,Johannesburg,"Johannesburg Central",1,1,1,36,"AFHCO Holdings (Pty) Ltd Johannesburg",4200
Apartment,Johannesburg,"Johannesburg Central",1,1,1,63,"Mafadi Property Management Office",9000
Apartment,Johannesburg,"Johannesburg Central",1,1,1,83,"City Property",4350
Apartment,Johannesburg,"Johannesburg Central",1,1,2,NULL,"City Property",4200
Apartment,Johannesburg,"Johannesburg Central",1,1,2,NULL,"City Property",4550
Apartment,Johannesburg,"Johannesburg Central",1,1,2,NULL,"Zareena Kara Properties",4200
Apartment,Johannesburg,"Johannesburg Central",1,1,2,39,"Ithemba Property",4740
Apartment,Johannesburg,"Johannesburg Central",1,1,2,56,"Mafadi Property Management Office",3800
Apartment,Johannesburg,"Johannesburg Central",1,1,3,NULL,"Ithemba Property",3250
Apartment,Johannesburg,"Johannesburg Central",2,1,1,NULL,"Framework Property Services",4000
Apartment,Johannesburg,"Johannesburg Central",2,1,1,NULL,"Framework Property Services",7000
Apartment,Johannesburg,"Johannesburg Central",2,1,2,138,"City Property",4450
Apartment,Johannesburg,"Johannesburg Central",2,2,1,24,"RE/MAX Masters - Bryanston",3750
Apartment,Johannesburg,"Johannesburg Central",3,1,2,142,"You Realty",3300
Apartment,Johannesburg,"Joubert Park",1,1,1,32,"Framework Property Services",4400
Apartment,Johannesburg,Kenilworth,1,1,1,NULL,"Pam Golding Properties - Hyde Park Rentals",3550
Apartment,Johannesburg,Kenilworth,1,1,1,25,"Ithemba Property",3600
Apartment,Johannesburg,Kensington,1,1,1,27,"Tyson Properties Gauteng",4350
Apartment,Johannesburg,Kensington,1,1,1,36,"You Realty",9500
Apartment,Johannesburg,Kensington,1,1,1,83,"You Realty",6950
Apartment,Johannesburg,"Klipriviersberg Estate",1,1,1,23,"National Letting",7350
Apartment,Johannesburg,Linksfield,1,2,1,NULL,"Tyson Properties Gauteng",12000
Apartment,Johannesburg,Maboneng,1,1,1,120,"Rent - A - Property",6500
Apartment,Johannesburg,Maboneng,1,1,1,27,"Ithemba Property",6000
Apartment,Johannesburg,Maboneng,1,1,1,33,"City Property",4950
Apartment,Johannesburg,Maboneng,1,1,1,45,"RE/MAX Town and Country Hatfield",7850
Apartment,Johannesburg,Maboneng,1,1,1,45,"Silver Property Group",5500
Apartment,Johannesburg,Maboneng,1,1,1,85,"IHS Property Management",6000
Apartment,Johannesburg,Maboneng,1,1,2,110,"RE/MAX Advantage",4500
Apartment,Johannesburg,Maboneng,2,2,1,NULL,"Seeff Sandton",9000
Apartment,Johannesburg,Maboneng,3,1,2,45,"Attorney Realtor Hub",5500
Apartment,Johannesburg,Marshalltown,1,1,1,34,"RE/MAX Advantage",5500
Apartment,Johannesburg,Marshalltown,1,1,1,40,Mandated,6800
Apartment,Johannesburg,Marshalltown,1,1,1,66,"Redcon Property Management",6500
Apartment,Johannesburg,Marshalltown,1,1,2,24,"Mafadi Property Management Office",7000
Apartment,Johannesburg,Marshalltown,1,1,2,33,"Preferental Platform",4100
Apartment,Johannesburg,Marshalltown,1,1,2,48,"Redcon Property Management",6800
