Property_type;Property_city;Property_location;Bedrooms;Bathrooms;Parking_space;Floor_size;Estate Agent;Property_price
2 Bedroom Apartment;Sandton;Sandown;2;2.5;2;117 m²;RE/MAX Superior - Mulbarton;34000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;140 m²;Engel & Volkers MLC;33500
1 Bedroom Apartment;Sandton;Sandown;1;1;1;60 m²;Rawson Properties Sandton - Morningside;20000
1 Bedroom Apartment;Sandton;Edenburg;1;1;1;115 m²;Only Realty DevComm;10540
1 Bedroom Apartment;Sandton;Sandown;1;1;2;168 m²;Real Estate Services;14800
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;67 m²;Aurum Realty;9000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;117 m²;Evolate Real Estate;15000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;161 m²;Century 21 Sandton;14500
2 Bedroom Apartment;Sandton;Sandown;2;2.5;2;;Byron Thomas Properties;16000
2 Bedroom Apartment;Sandton;Sandown;2;2;1;;Rawson Properties Sandton - Morningside;25000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;;RE/MAX Infoglobe - Centurion;12000
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;;GP Realty Group;8250
2 Bedroom Apartment;Sandton;Edenburg;2;1;1;;Real Estate Services;9500
2 Bedroom Apartment;Sandton;Bryanston;2;1;2;;Keller Williams Select;29500
2 Bedroom Apartment;Sandton;Sandton Central;2;1;2;;Infinite Property Network Dynamyx;13200
2 Bedroom Apartment;Sandton;Broadacres;2;2;2;;;15000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;;;15000
3 Bedroom Apartment;Sandton;Lonehill;3;2;2;;;28000
2 Bedroom Apartment;Sandton;Sandown;2;2;;;;32500
3 Bedroom Apartment;Sandton;Sandown;3;2;;;;22000
1 Bedroom Apartment;Sandton;Fourways;1;1;1;100 m²;RE/MAX Masters - Bryanston;10500
0.5 Bedroom Apartment;Sandton;Sandton Central;0.5;1;1;30 m²;Chas Everitt Waterfall;18000
1 Bedroom Apartment;Sandton;Hyde Park;1;1;1;117 m²;Attorney Realtor Hub;13000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;89 m²;You Realty;32000
2 Bedroom Apartment;Sandton;Bryanston;2;1;2;143 m²;Real Estate Services;29500
0.5 Bedroom Apartment;Sandton;Sandown;0.5;1;1;188 m²;IGrow Rentals;7800
2 Bedroom Apartment;Sandton;Sandown;2;2;2;900 m²;Real Estate Services;34000
1 Bedroom Apartment;Sandton;Broadacres;1;1;1;131 m²;Easy Properties;7650
1 Bedroom Apartment;Sandton;Hyde Park;1;1;1;143 m²;Waterfall Property Investment;14000
2 Bedroom Apartment;Sandton;Morningside;2;2;3;89 m²;Firzt Realty Company;33500
4 Bedroom Apartment;Sandton;Sandown;4;4.5;2;;Property.CoZa - Paramount;58000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;;Live Real Estate - Johannesburg North;18000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;3;;RE/MAX Property Merchants - Pretoria East, Mooikloof;25000
3 Bedroom Apartment;Sandton;Sandton Central;3;3.5;4;;Mandated;90000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;;Cribs Property;45000
4 Bedroom Apartment;Sandton;Sandown;4;4.5;2;;REA7TOR (Pty) Ltd;58000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;2;;Live Real Estate - Johannesburg North;20000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;;Property.CoZa - Paramount;25000
2 Bedroom Apartment;Sandton;Sandown;2;20;;;Rawson Properties Sandton - Morningside;18000
1 Bedroom Apartment;Sandton;Edenburg;1;1;;;IGrow Rentals;8250
2 Bedroom Apartment;Sandton;Rivonia;2;1;;;;8790
2 Bedroom Apartment;Sandton;Broadacres;2;2;2;90 m²;REA7TOR (Pty) Ltd;11500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;88 m²;Engel & Volkers MLC;18500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;61 m²;Engel & Volkers MLC;18500
1 Bedroom Apartment;Sandton;Sandown;1;1;2;29 m²;Real Estate Services;12000
3 Bedroom Apartment;Sandton;Lonehill;3;2;1;150 m²;O-YES Properties;28000
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;40 m²;IGrow Rentals;12000
1 Bedroom Apartment;Sandton;Benmore Gardens;1;1;1;50 m²;Keller Williams Select;13500
1 Bedroom Apartment;Sandton;Illovo;1;1;4;;RE/MAX Property Merchants - Pretoria East, Mooikloof;8250
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;CalBus Properties;20000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;;Century 21 Fourways;23000
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;;Olympic Realtors;12000
2 Bedroom Apartment;Sandton;Sandown;2;2;1;;Propcore Real Estate;33999
2 Bedroom Apartment;Sandton;Fourways;2;1;3;;Ithemba Property;9010
1 Bedroom Apartment;Sandton;Buccleuch;1;1;1;;Adam International;8400
3 Bedroom Apartment;Sandton;Sandton Central;3;3;1;;Engel & Volkers MLC;27500
1 Bedroom Apartment;Sandton;Sunninghill;1;1;2;;;7260
2 Bedroom Apartment;Sandton;Morningside;2;3;2;;;22000
3 Bedroom Apartment;Sandton;Morningside;3;2;1;;;12500
1 Bedroom Apartment;Sandton;Country Life Park;1;1;;;;10000
2 Bedroom Apartment;Sandton;Edenburg;2;2;;;;10000
2 Bedroom Apartment;Sandton;Broadacres;2;2;;;;14500
2 Bedroom Apartment;Sandton;Sandown;2;2;1;160 m²;Century 21 Sandton;26000
1 Bedroom Apartment;Sandton;Atholl;1;1;2;85 m²;Etchells & Young Property Brokers;8500
2 Bedroom Apartment;Sandton;Sandown;2;2;2;131 m²;Malherbex Property Group;35000
3 Bedroom Apartment;Sandton;Edenburg;3;3;3;119 m²;Century 21 Sandton;45000
2 Bedroom Apartment;Sandton;Sandton Central;2;2.5;2;85 m²;Rawson Properties Sandton - Morningside;24000
3 Bedroom Apartment;Sandton;Parkmore;3;3.5;2;168 m²;Century 21 Sandton;40000
4 Bedroom Apartment;Sandton;Sandown;4;4;1;35 m²;Evolate Real Estate;58000
2 Bedroom Apartment;Sandton;Sandown;2;2;1;50 m²;Ndivhu Properties;35000
1 Bedroom Apartment;Sandton;Morningside;1;1;1;100 m²;Muponi Real Estate;24000
1 Bedroom Apartment;Sandton;Paulshof;1;1;2;;Real Estate Services;7200
1 Bedroom Apartment;Sandton;Atholl Gardens;1;1;1;;Firzt Realty Company;15000
3 Bedroom Apartment;Sandton;Fourways;3;2;2;;Only Realty 360;12500
2 Bedroom Apartment;Sandton;Bryanston;2;1;1;;Pam Golding Properties - Hyde Park Rentals;29500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;Real Estate Services;36500
2 Bedroom Apartment;Sandton;Sandown;2;2;1;;Ithemba Property;26000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;;Original Homes;29000
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;;Real Estate Services;10000
0.5 Bedroom Apartment;Sandton;Sunninghill;0.5;1;1;;;5870
0.5 Bedroom Apartment;Sandton;Hurlingham Manor;0.5;1;3;;;9500
2 Bedroom Apartment;Sandton;Atholl;2;2;;;;20000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;;;;74500
3 Bedroom Apartment;Sandton;Edenburg;3;2.5;2;140 m²;GP Realty Group;19500
1 Bedroom Apartment;Sandton;Sandown;1;1;1;80 m²;RE/MAX One - Kramerville;20000
1 Bedroom Apartment;Sandton;Lonehill;1;1.5;1;157 m²;Malherbex Property Group;8700
3 Bedroom Apartment;Sandton;Sandown;3;2;3;105 m²;Tyson Properties Gauteng;27500
1 Bedroom Apartment;Sandton;Wendywood;1;1;1;115 m²;Highland Property Group;5999
1 Bedroom Apartment;Sandton;Wendywood;1;1;1;115 m²;Highland Property Group;6500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;115 m²;O-YES Properties;18500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;2;115 m²;Silver Property Group;95850
2 Bedroom Apartment;Sandton;Morningside;2;3;2;98 m²;;40000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;80 m²;;16500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;98 m²;;83500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;80 m²;;84500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;80 m²;;82500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;70 m²;;84500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;69900
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;57600
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;69500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;70000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;56900
3 Bedroom Apartment;Sandton;Sandton Central;3;3;3;;;27500
2 Bedroom Apartment;Sandton;Edenburg;2;1;1;;;9500
1 Bedroom Apartment;Sandton;Sandton Central;1;1;2;39 m²;Landsdowne Investment Properties;11500
2 Bedroom Apartment;Sandton;Edenburg;2;2;2;98 m²;Mandated;13500
2 Bedroom Apartment;Sandton;Morningside;2;1;1;120 m²;Real Estate Services;18500
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;150 m²;CalBus Properties;29999
1 Bedroom Apartment;Sandton;Edenburg;1;1;3;150 m²;Real Estate Services;11900
1 Bedroom Apartment;Sandton;Sandton Central;1;1;2;120 m²;Hamiltons Property Portfolio;23000
2 Bedroom Apartment;Sandton;Sandton Central;2;1;2;115 m²;Evolate Real Estate;84000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;3;38 m²;Gaye Cawood Realty;33500
2 Bedroom Apartment;Sandton;Broadacres;2;2;3;50 m²;Property Junction;21000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;67 m²;Aurum Realty;100800
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;60 m²;Aurum Realty;102000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;2;;Silver Property Group;85000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;1;;Real Estate Services;83900
2 Bedroom Apartment;Sandton;Sandton Central;2;2.5;2;;Knightsbridge Properties;35000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;;;16500
1 Bedroom Apartment;Sandton;Dainfern;1;1;2;;;7500
3 Bedroom Apartment;Sandton;Sandown;3;2.5;2;;;75000
0.5 Bedroom Apartment;Sandton;Sandown;0.5;1;1;;;28000
1 Bedroom Apartment;Sandton;Sandown;1;1;;;;20000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;;;;23000
0.5 Bedroom Apartment;Sandton;Hurlingham Manor;0.5;1;;;;9500
1 Bedroom Apartment;Sandton;Beverley;1;1;1;44 m²;Willco Properties;10750
2 Bedroom Apartment;Sandton;Morningside;2;2;2;72 m²;Silver Property Group;17999
2 Bedroom Apartment;Sandton;Rivonia;2;2;2;88 m²;You Realty;12000
2 Bedroom Apartment;Sandton;Benmore Gardens;2;2;2;75 m²;You Realty;23000
3 Bedroom Apartment;Sandton;Morningside;3;2.5;2;100 m²;Willco Properties;35000
2 Bedroom Apartment;Sandton;Beverley;2;1;1;86 m²;Aurum Realty;16000
4 Bedroom Apartment;Sandton;Sandown;4;3;2;75 m²;Attorney Realtor Hub;105000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;4;35 m²;Property.CoZa - Paramount;55000
2 Bedroom Apartment;Sandton;Bryanston;2;1;1;75 m²;RE/MAX All Stars  - Primrose;11000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;4;;UNDA Property Holdings (Pty) Ltd;135900
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;;Landsdowne Investment Properties;75000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;GP Realty Group;38000
2 Bedroom Apartment;Sandton;Bryanston;2;2;3;;The Solo;17000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;1;;Mafadi Property Management Office;74800
1 Bedroom Apartment;Sandton;Morningside;1;1;3;;;14000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;1;;;75000
0.5 Bedroom Apartment;Sandton;Sandton Central;0.5;1;2;;;10500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;3;;;30000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;1;;;48500
2 Bedroom Apartment;Sandton;Illovo;2;1;1;;;12500
0.5 Bedroom Apartment;Sandton;Sandown;0.5;1;;;;11000
2 Bedroom Apartment;Sandton;Morningside;2;2;1;55 m²;Waterfall Property Investment;33500
0.5 Bedroom Apartment;Sandton;Sandown;0.5;1;1;132 m²;Silver Property Group;15800
2 Bedroom Apartment;Sandton;Rivonia;2;1;2;137 m²;Evolate Real Estate;10500
2 Bedroom Apartment;Sandton;Dainfern;2;2;2;75 m²;You Realty;14000
3 Bedroom Apartment;Sandton;Fourways;3;2;2;6 000 m²;You Realty;17500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;61 m²;Firzt Realty Company;17000
3 Bedroom Apartment;Sandton;Fourways;3;2;4;163 m²;Rawson Properties Sandton - Parkmore;17500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;2;162 m²;RealNet RainMaker;58950
3 Bedroom Apartment;Sandton;Morningside;3;2;2;95 m²;Aurum Realty;18900
2 Bedroom Apartment;Sandton;Morningside;2;2;3;125 m²;Silver Property Group;33500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;1;23 m²;Only Realty DevComm;48100
1 Bedroom Apartment;Sandton;Sandown;1;1;2;;Firzt Realty Company;11000
2 Bedroom Apartment;Sandton;Lonehill;2;1;1;;RE/MAX One - Kramerville;9500
1 Bedroom Apartment;Sandton;Morningside Ext 40;1;1;2;;REA7TOR (Pty) Ltd;8000
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;1;;;45000
1 Bedroom Apartment;Sandton;Sandown;1;1;2;;;20000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;;;34000
1 Bedroom Apartment;Sandton;Rivonia;1;1;2;;;9500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;;40000
1.5 Bedroom Apartment;Sandton;Sandhurst;1.5;1;;;;15500
1 Bedroom Apartment;Sandton;Illovo;1;1;;;;20000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;103 m²;Property.CoZa - Paramount;20000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;900 m²;Etchells & Young Property Brokers;35000
4.5 Bedroom Apartment;Sandton;Strathavon;4.5;4;2;95 m²;Infinite Property Network Dynamyx;58000
3 Bedroom Apartment;Sandton;Morningside;3;2;1;168 m²;Only Realty DevComm;19000
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;74 m²;Firzt Realty Company;8500
1 Bedroom Apartment;Sandton;Sandown;1;1;2;140 m²;RE/MAX One - Kramerville;16500
3 Bedroom Apartment;Sandton;Morningside;3;2;1;;Thabco Properties;15000
3 Bedroom Apartment;Sandton;Broadacres;3;2;2;;Home Seekers;16800
2 Bedroom Apartment;Sandton;Sandown;2;2;2;;Firzt Realty Company;25000
4 Bedroom Apartment;Sandton;Sandown;4;4.5;2;;Africrest Properties;48000
1 Bedroom Apartment;Sandton;Sunninghill;1;1;1;;Century 21 Bryanston;7940
2 Bedroom Apartment;Sandton;Bryanston;2;2;2;;Engel & Volkers MLC;16000
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;Landsdowne Investment Properties;33500
2 Bedroom Apartment;Sandton;Fourways;2;2;2;;Aurum Realty;11250
3 Bedroom Apartment;Sandton;Sandhurst;3;3.5;1;;Aurum Realty;65000
1 Bedroom Apartment;Sandton;Sandown;1;1;2;;Aurum Realty;22000
3 Bedroom Apartment;Sandton;Sandhurst;3;3.5;1;;Infinite Property Network Dynamyx;65000
1 Bedroom Apartment;Sandton;Hurlingham;1;1;1;;Century 21 Bryanston;9000
2 Bedroom Apartment;Sandton;Bryanston;2;2;;;Knightsbridge Properties;16000
1 Bedroom Apartment;Sandton;Linbro Park;1;1;;;;7699
1 Bedroom Apartment;Sandton;Morningside Manor;1;1;;;;8000
2 Bedroom Apartment;Sandton;Bryanston;2;2;2;84 m²;Century 21 Bryanston;15000
2 Bedroom Apartment;Sandton;Morningside;2;3;2;84 m²;Real Estate Services;40000
4 Bedroom Apartment;Sandton;Sandton Central;4;2.5;1;160 m²;Origin Group of Properties;95000
2 Bedroom Apartment;Sandton;Edenburg;2;2;2;95 m²;Property.CoZa - Paramount;9999
2 Bedroom Apartment;Sandton;Morningside;2;25;2;30 m²;Rawson Properties Sandton - Morningside;31000
2 Bedroom Apartment;Sandton;Sandown;2;2;2;50 m²;Keller Williams Select;14500
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;40 m²;Ithemba Property;27999
1 Bedroom Apartment;Sandton;Sandown;1;1;1;40 m²;Ithemba Property;16000
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;50 m²;Ithemba Property;9000
0.5 Bedroom Apartment;Sandton;Sunninghill;0.5;1;2;73 m²;Ithemba Property;6140
2 Bedroom Apartment;Sandton;Sunninghill;2;1;2;185 m²;Ithemba Property;8980
1 Bedroom Apartment;Sandton;Sunninghill;1;1;1;;Preloved Homes;6860
1 Bedroom Apartment;Sandton;Sunninghill;1;1;2;;Real Estate Services;7260
2 Bedroom Apartment;Sandton;Sunninghill;2;1;1;;Landsdowne Investment Properties;9030
2 Bedroom Apartment;Sandton;Craigavon;2;2;2;;Engel & Volkers MLC;13000
2 Bedroom Apartment;Sandton;Woodmead;2;1.5;;;IGrow Rentals;8500
Apartment;Sandton;Sandown;0.5;1;;;;30000
0.5 Bedroom Apartment;Sandton;Sandton Central;4;35;;;;10500
4 Bedroom Apartment;Sandton;Sandown;0.5;1;;;;36000
0.5 Bedroom Apartment;Sandton;Sandown;2;1.5;;;;7800
2 Bedroom Apartment;Sandton;Woodmead;;;;;;8500
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;89 m²;Real Estate Services;29000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;89 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;19500
2 Bedroom Apartment;Sandton;Morningside;2;2;1;61 m²;Real Estate Services;16500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;163 m²;RE/MAX One - Kramerville;30000
2 Bedroom Apartment;Sandton;Fourways;2;2;2;22 m²;Evolate Real Estate;11500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;95 m²;Silver Property Group;44560
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;75 m²;GP Realty Group;29000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;39 m²;Mafadi Property Management Office;15142
2 Bedroom Apartment;Sandton;Strathavon;2;2;2;;Only Realty DevComm;14500
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;2;;Real Estate Services;55000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;;GP Realty Group;22000
0.5 Bedroom Apartment;Sandton;Morningside;0.5;1;1;;IGrow Rentals;6600
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;;Hamiltons Property Portfolio;9000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;Jawitz Johannesburg North;48900
2 Bedroom Apartment;Sandton;Morningside;2;1;2;;Etchells & Young Property Brokers;30999
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;;;23000
0.5 Bedroom Apartment;Sandton;Morningside;0.5;1;1;;;7950
1 Bedroom Apartment;Sandton;Illovo;1;1;1;;;11000
1 Bedroom Apartment;Sandton;Morningside;1;1;1;;;15000
2 Bedroom Apartment;Sandton;Illovo;2;2;2;;;35000
7 Bedroom Apartment;Sandton;Edenburg;7;7;7;;;100000
1 Bedroom Apartment;Sandton;Sandown;1;2;1;57 m²;Rawson Properties Sandton - Parkmore;12000
2 Bedroom Apartment;Sandton;Morningside;2;2;6;115 m²;Chas Everitt Sandton;33000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;130 m²;Firzt Realty Company;19750
2 Bedroom Apartment;Sandton;Hyde Park;2;2;1;117 m²;Fine & Country - The Parks;24000
1 Bedroom Apartment;Sandton;Bryanston;1;1;1;40 m²;Mandated;6900
2 Bedroom Apartment;Sandton;Morningside;2;2;1;130 m²;EXP South Africa;18000
1 Bedroom Apartment;Sandton;Morningside;1;1;6;35 m²;Infinite Property Network Dynamyx;14000
4 Bedroom Apartment;Sandton;Sandown;4;4.5;2;60 m²;Fine & Country - The Parks;58000
1 Bedroom Apartment;Sandton;Sandown;1;1;1;109 m²;Engel & Volkers MLC;12500
2 Bedroom Apartment;Sandton;Hyde Park;2;2;1;137 m²;Firzt Realty Company;24000
1 Bedroom Apartment;Sandton;Atholl;1;1;2;;Classy Lifestyle Properties;7000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;Africrest Properties;33500
2 Bedroom Apartment;Sandton;Dainfern;2;2;1;;IGrow Rentals;9500
0.5 Bedroom Apartment;Sandton;Sunninghill;0.5;1;1;;Real Estate Services;6600
1 Bedroom Apartment;Sandton;Sandown;1;1;2;;O-YES Properties;8500
2 Bedroom Apartment;Sandton;Morningside;2;1;3;;Anomaly Realty;33500
1 Bedroom Apartment;Sandton;Morningside;1;1;2;;O-YES Properties;14000
3 Bedroom Apartment;Sandton;Craigavon;3;2;1;;Landsdowne Investment Properties;14000
1 Bedroom Apartment;Sandton;Sandown;1;1.5;1;;;13000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;;;;12000
3 Bedroom Apartment;Sandton;Morningside;3;2;;;;23000
2 Bedroom Apartment;Sandton;Sandown;2;2.5;2;158 m²;Evolate Real Estate;14000
2 Bedroom Apartment;Sandton;Broadacres;2;2;2;110 m²;Thabco Properties;14800
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;67 m²;Evolate Real Estate;20000
2 Bedroom Apartment;Sandton;Hyde Park;2;2;52;;Landsdowne Investment Properties;26000
2 Bedroom Apartment;Sandton;Beverley;2;2;2;;Aurum Realty;7950
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;58000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;4;;;58350
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;69800
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;105000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;150000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;4;;;139000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;105200
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;137000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;3;;;102500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;59500
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;87000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;58000
2 Bedroom Apartment;Sandton;Sandown;2;2.5;2;;;55000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;138000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;133500
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;46850
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;152 m²;Seeff Sandton;145000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;155 m²;Evolate Real Estate;82770
3 Bedroom Apartment;Sandton;Sandton Central;3;4;2;80 m²;Jawitz Randburg;180000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;59000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;5;;;109000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;102200
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;88000
2 Bedroom Apartment;Sandton;Sandown;2;2;3;;;101000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;;;35000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;4;;;59785
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;64500
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;105000
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;108000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;2;;;86500
3 Bedroom Apartment;Sandton;Gallo Manor;3;2;3;;;23000
1 Bedroom Apartment;Sandton;Sandton Central;1;2;2;;;60350
3 Bedroom Apartment;Sandton;Sandton Central;3;4;4;;;103000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;;;82770
3 Bedroom Apartment;Sandton;Sandton Central;3;4;3;;;113260
1 Bedroom Apartment;Sandton;Sandton Central;1;2;3;;;56500
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;;28000
2 Bedroom Apartment;Sandton;Sandton Central;2;3;4;90 m²;Evolate Real Estate;100250
1 Bedroom Apartment;Sandton;Sandton Central;1;2;4;163 m²;EXP South Africa;58650
2 Bedroom Apartment;Sandton;Fourways;2;1;2;147 m²;RealNet RainMaker;15000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;4;163 m²;Silver Property Group;70000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;147 m²;Landsdowne Investment Properties;30000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;26 m²;RealNet RainMaker;55000
